core0510,(주)코아팜바이오
beaksang,(주)위크리에이티브
beam1561,(주)비엘티산업 
bean1,CARSUN(카썬)
beanpage,빈페이지닷컴(주)
beanzsoft,빈즈소프트(주)
bearbetter,(주)베어베터 (bear better)
BEarth,(주)비어스
beast105,(주)유텔
beatace,(주)제이와이네트워크
beatrain,(주)비트레인
beatro,(주)비트로 (Beatro)
beau9872,(주)선율
BEAULAB353,(주)뷰랩코리아
beaurenkorea,(주)뷰렌코리아 (Beauren Korea)
beaurit,(주)파인유얼뷰티
beautiqlo,(주)뷰티클로
beautis,(주)뷰티스
beautopia,(주)뷰토피아
beautree21,(주)뷰트리
beautyplus,뷰티플러스
beautypr,(주)뷰티프로모션스
bebeganic,베베가닉
bebelock,(주)베베락
beberia,(주)베베리아
bebig00416,(주)비빅
bebio515M,(주)오일오엠
bebob132,(주)비밥소프트웨어
bec5801,아름다운환경건설(주)
becanwecan,(주)비즈니스캔버스
beclux,(주)베크룩스
beco8855,(주)부력에너지
becom0124,(주)비컴
becoms,비콤시스템(주)
becon0816,(주)비콘테크놀로지
becs,"(주)벡스(BECS co., Ltd.)"
becscorp,(주)벡스
becurio,비큐리오(주)
bedmateu7,베드메이트유(주)
beduleham,(주)스마트앤플레이
bee3518,(주)매일
beecheon,(주)비천
beekk20,(주)비크코퍼레이션
beeksh,성일산업
beersheba1,"(주)베르셰바 (BEERSHEBA CO., LTD.)"
beesventure,비즈(주)
beetpk,(주)부경환경기술
befit1052,(주)더유핏
beflexinc,(주)비플렉스
befree,(주)디알퓨얼셀
bega1281,(주)배가
begagames,(주)베가게임즈
begas00,(주)베가스
beginmate,(주)비긴메이트
begozani,(주)베고자니
beh3993,다우코리아
behappy2433,온기
bein4583,(주)바인
beingtech,(주)비잉테크
bejewel,(주)비주얼
bekernel2018,(주)비커널
belhomme,(주)나르크테크놀로지
belicon0406,(주)빌리콘
belink33,(주)비이링크
bell2174,(주)홍복
bellalab,(주)벨라랩
bellastem0,(주)벨라스템 
bellelife,(주)휴디자인
bellmona07,(주)벨모나
bellsky77,(주)쓰리케이솔루션
bellsoft,(주)벨소프트
belltechsoft,(주)벨텍소프트
bellution770,(주)벨루션네트웍스
bem1803,푸른환경측정(주)
bemily,(주)비밀리
bemycar,비마이카(주)
bemypet,비마이펫(주)
benaco,(주)베나코
benchsoft,"(주)벤치소프트 (BENCH SOFT Co.,Ltd.)"
bene2003,(주)베네테크
bene303,베네테크앰앤씨(주)
beneluv,(주)안앤락
beneplus,(주)베네플러스
benetc,(주)베네테크
benheim77,(주)벤하임코리아
benife,(주)베니페(Benife Inc.)
BenitM,베니트엠(주)
benow0828,(주)비나우
BENPLUS,(주)벤플러스
benslab,(주)벤스랩
bent88,(주)푸른이엔티
bentech,(주)벤텍프런티어
bentlespace,(주)벤틀스페이스
benz909,(주)엘슈퍼비젼
beom3030,(주)비에스지
beossol,(주)베오스솔루션
bepmaker,(주)바이오라이트
bepro11,(주)비프로컴퍼니
bepsolar,브라이트에너지파트너스(주)
berex123,베렉스(주)
berm2001,(주)큐옴바이오
berry1710,(주)블루베리
bertisbm,(주)베르티스
bespoke01,(주)비스포크엔지니어링
best0489,(주)일등기업
best1000,웰테크
best31,삼일테크(주)
best5424,(주)세원계전
best6419996,서해수산푸드(주)
bestares,(주)아레스
bestautos,(주)에어붐
bestbas,베스트(주)
bestbuy,(주)베스트바이
bestdae12,(주)대양산업
bestecec,(주)베스텍이앤씨
bestech100,(주)베스텍글로벌
besteng77,공감테크
bestf2019,(주)진짜맛있는과일
bestgcs,(주)지씨에스
besthero7,(주)스마트시티그리드
bestian,(주)베스티안소프트
bestinome,삼화정공
bestjeil13,(주)제일전자
bestjeju,(주)제주아침
bestjw,(주)진우엔지니어링코리아
bestking,(주)송암씨앤씨
bestks,(주)베스트케이에스
bestlis,브리스
bestmci,(주)엠씨아이
bestno1,(주)피엔풍년
bestof,(농업회사법인(주))옻가네
bestone7370,(주)비원테크
bestone77,(주)이도엔지니어링
bestouch,(주)창성에이스산업
bestpackage,베스트패키지
BESTPCM01,(주)베스트피씨엠
bestplana,베스트플랜에이(주)
bestplans1,(주)청우산업
bestponet,(주)포넷
bestqit,(주)큐아이티
bestrade,(주)건우나인
bestsmf,(주)배스트
bestsmt,(주)삼명테크
bestsolution,(주)베스트솔루션
bestsupply,비에스엠
bestts,(주)베스트텍시스템
bestwood,(주)우드원
bestzest,(주)제스트
betagen,(주)베타젠
bethester,베데스터솔루션
betnom,비티에스탱크테크(주)
betokorea,(주)비투코리아
better20,(주)베러댄베러
better3s,(주)비에스텍
betterlife,(주)베터라이프
bettermonday,베러먼데이드링크코리아(주)
between09,(주)비트윈
beukay,(주)뷰케이코리아
beula01,(주)뷰라
beut06,븟 (beut)
bey6700,이경화학(주)
beyond,(주)비욘드테크
beyond0405,(주)비욘드아이앤씨
beyondbio,비욘드바이오(주)
beyondcurve1,비욘드커브
beyondearth,비욘드어스(주)
beyondeyes,(주)비욘드아이즈
beyondware,(주)비욘드웨어
bf00984,(주)비에프텍
bf1046,"(주)비에프케이 (Buffing Korea Co., Ltd.)"
bf2000,양곡수출포장
BFC1033,(주)부산어묵
bfeco,(주)바비즈코리아
bfeeng,(주)신일비에프이
bfeng413,비에프엔지니어링
bflysoft,비플라이소프트(주)
bfsolution,(주)비에프솔루션
bftech,(주)비에프테크
bfu9798,(주)베스트포유
bfventures,(주)스퍼셀
bg201707,(주)(주)부강산업
bg2020,(주)빌리온게임즈
bg21,비엔지(주)
bg4283200,(주)보금테크휀스
bg4828,(주)보국강업
bg7089,서진
bgain0409,(주)비갠
bgarage,(주)브룩허스트거라지
bgbsoft,(주)바구반소프트
bgc104,(주)비지씨
bgcs7739,(주)법고창신
bgefood1,(주)태현푸드
bggreen5715,(주)빛고을그린
bghappy987,(주)참좋은행복
bgkangz,이솔정보통신(주)
bgnews,(주)한생바이오
bgpanel,보광(주)
bgpkorea,(주)비지피코리아
bgpworks,(주)비지피웍스
bgreng,(주)빛그린이엔지
bgrho,세심광전자기술(주)
bgs7778,(주)부길스프링
bgsbgs,(주)큐빗
bgtech1,(주)포인트모바일
bgtech20,(주)보강테크
bguard,(주)파미니티
bgy442,(주)호암엔지니어링
bh0237,(주)부흥정밀
bh1517,(주)비에이치아이
bh6331,북하특품사업단(주)
bh7900,(주)스마트브레인
bhans77,랩스
bhaptics,(주)비햅틱스
bharlkn,억세스위
bhcolor,부현칼라텍
bhd2017,바이오헬스닥터
bhdaon1910,(주)비에이치다온
bheater,(주)범용테크놀러지
BHENG,"(주)비에이치이엔지 (BHENG Co.,Ltd)"
bhfood,(주)비에이치푸드
bhgb333,(주)비에이치글로벌
bhi2009,(주)번영중공업
bhi288,캠핑타임
bhj641108,(주)대영에너지
bhlee6138,동해산업기계
bhline,(주)뷰헬라인
bhs2358,스팀코리아
bhsks9281,넛츠앤팜스
bhsoft6220,(주)비에이치소프트
bhsystem,(주)부흥시스템
bhsystem031,부흥시스템(주)
bhyd6268,(주)영인플라켐
bi0521,(주)부일하네스
bi75191,(주)부일에스티
bibal,(주)비발
bibber1,(주)이지시스템
bic2016,(주)비아이씨
bic503,바이오인터체인지(주)
biche2016,(주)비채
bichury18,(주)비추리
bicom,(주)바이콤
bicomax,예랑그린텍
bict4486,(주)비아이씨티
bictech,(주)비아이씨
bicube,(주)비아이큐브
bicycle1,바이시클(주)
bidtech29289,비드테크(주)
bidulgiit,(주)리비
bidworks,비드웍스(주)
bidyne,(주)비다인
bielcorp,(주)비엘 (BieL Inc.)
bien118,(주)비엔큐브
big21c,(주)비아이지
bigbase,빅베이스(주)
bigcase01600,(주)빅케이스테크놀러지코리아
bigcatch,(주)삼우빅케치
bigcorp,(주)비아이지
bigfinance,에이셀테크놀로지스(주)
bigfish,(주)빅휘시커뮤니케이션즈
bighit,(주)빅히트엔터테인먼트
bigistw,(주)아이돈케어
biglab18,빅픽처랩(주)
biglife,(주)비겔
bigman2014,(주)빅맨
bignbig,(주)빅엔빅
bigpearl19,빅펄(주)
bigpicture,(주)빅픽처팀
bigpictures,빅픽쳐스(주)
bigpower21,(주)빅파워솔루션
bigsea,오션마린
bigsol,(주)빅쏠
bigssp,빅스스프링트리
bigstar1,(주)빅스타아이엔지
bigster,(주)빅스터
bigtech,빅테크플러스(주)
bigto22,(주)빅토
bigtree,(주)큰나무
bigwish71,(주)한북에너지
BIIND,비아이산업(주)
bikeamrt,(주)바이크마트
bilabinfo,(주)바이랩
biland33,비아이랜드(주)
Bilix1024,(주)빌릭스
bilka7,빌카(주)
billiardstv,(주)타임투미디어
billpower,(주)비피그룹
billyangel,(주)주식회사 그레닉스
billyo,(주)빌리오
biltzone,(주)빌트존
bim1733,(주)봉일금속
bimatrix,(주)비아이매트릭스
bimg1007,비아이밀리그램(주)
bimhcoltd,비아이엠에이치(주)
bimpartners,(주)빔파트너스구조기술사사무소
bims1906,(주)비아이엠에스
bimtech01,(주)비아이엠테크
binaree01,(주)바이나리
binarybridge,바이너리브릿지(주)
binasco,(주)비나스코인터내셔널
binche1004,(주)하얀풍차제과망포점
binconet0301,(주)빈코넷마린솔루션스
binderano1,"(주)바인더에이(binder-a Co.,Ltd.)"
bindtec2015,(주)주식회사 바인텍
binn75,(주)세티즌
BINSIGHT,(주)비즈니스인사이트
bintech,(주)빈테크
bintech00,(주)빈텍코리아
bio00480,(주)바이오테크
bio1414,한국바이오뷰티산업협동조합
bio2016,(주)바이오닉스
bio2121,(주)바이오리더스
bio2net,(주)바이오넷
bio36388,(주)에이스바이오
bio3ss,(주)바이오쓰리에스
bioall5530,(주)바이올
bioalpha,(주)바이오알파
bioara,(주)바이오아라
bioassay,(주)바이오어세이
bioatlas,바이오아틀라스(주)
biobank0704,바이오뱅크(주)
biobeaucre,(주)비비씨
biobeautech1,(주)바이오뷰텍
biobrain,(주)바이오브레인
biobud1,(주)앤씨비아이티
biocc2020,(주)바이오씨씨
biocera,(주)바이오세라
biocetec,(주)바이오세텍
biocharm,(주)리젠바이오참
biochem0718,(주)큐어바이오켐 (CureBioChem)
biock0401,(주)바이오크
biocluster12,한국해양바이오클러스터(주)
biocm99,(주)바이오시엠
biocnd,(주)파마리서치바이오
biocom8590,(주)바이오컴
biocorefl,(주)바이오푸드랩
biocrete,(주)바이오크리트
biocs160803,(주)바이옥스
biocubesys,(주)바이오큐브시스템
biodaeyang,(주)대양바이오랩
biodesignlab,바이오 디자인 랩(주)
biodigm,코웰바이오다임(주)
biodion,(주)에스엘바이젠
bioeleven,(주)바이오일레븐
biofact,(주)바이오팩트
biofdnc,(주)바이오에프디엔씨
bioforce,(주)바이오포스
biofree7,(주)바이오프리
biofriends,(주)바이오프랜즈
biogen,한국바이오젠(주)
biogenic,(주)바이오제닉스
biogenics,바이오제닉스코리아(주)
biogrand,(주)바이오그랜드
biographene,바이오그래핀(주)
biogro,(주)가림환경개발
bioh525,바이오에이치
biohouse,(주)바이오포트코리아
bioimaging,(주)비아이케이테라퓨틱스
bioinfr,(주)바이오인프라
bioinfra,(주)바이오인프라생명과학
biois0422,(주)바이오이즈
biokemi,(주)한국바이오케미칼
BIOKOGEN99,비거트유산균(주)
biol0102,바이오코프(주)
biolamp,(주)바이오램프
biolead2015,(주)바이오리드
biologdevice,(주)바이오로그디바이스
biolube,(주)바이오루브
biolution17,(주)비올루션
biomc1,(주)생물모니터링센터
biomec09,(주)바이오메카트로닉
biomedilabs,(주)바이오메디랩스
Biomedux,(주)바이오메듀스 (BIOMEDUX Co.Ltd)
biometrics,아이비코리아(유한)
biometro,(주)바이오메트로
biomist,(주)바이오미스트테크놀로지
biomix,(주)바이오믹스
biomole,(주)케어젠
biomost,(주)새빗켐
bionano,에이비엠 사이언티픽(ABM Scientific)
bioncell,(주)바이온셀
bionceuti,바이오앤슈티(주)
bioneer1,(주)바이오니아
bionetixrx,(주)피노바이오
bionitinc,(주)바이오니트
bionlife,(주)바이온라이프사이언스
bionoxx,(주)바이오녹스
bioocean,"(주)바이오션(Biocean co., Ltd)"
biooptics,(주)바이오옵틱스
bioore,농업회사법인 바이오르(주)
biopep1,(주)카인사이언스
biophammer,(주)바이오파머
biopharm1858,바이오팜(주)
biopharma,(주)바이오파마
biopharmart,(주)바이오이노티스
biopia,한방바이오(주)
biopla,(주)바이오플라텍
bioplastic,(주)바이오소재
bioplusa,(주)바이오플러스
biopodo,중모포도(영농조합법인)
biopolymer21,예비창업자 박석훈
bioposh191,(주)바이오포쉬(BIOPOSH Inc.)
bioprince,(주)티앤아이
bioprism,(주)프리즘씨디엑스
biops8890,(주)바이오피에스
bioptro,바이옵트로(주)
biorp11,바이오알앤피(주)
biorunx,(주)바이오러넥스
biosel,(주)바이오셀
biosesan,(주)바이오세상
biosharp,(주)바이오샵
biosound,(주)비에스엘
biospace,(주)인바디
biospect,바이오스펙트럼(주)
biospine,(주)바이오스파인
biosquare,(주)바이오스퀘어(BioSquare Inc.)
biostandard,(주)바이오스탠다드
biostech,(주)바이오에스텍
biostream,바이오스트림테크놀러지스(주)
biosulfa7172,농업회사법인 바이오황(주)
biosunte,(주)바이오썬텍
biosyn,(주)바이오시네틱스
biosynosia,(주)엠디바이오랩
biosys,(주)비오시스
biotem,(주)바이오템
bioten,바이오텐(주)
biotix16,(주)카인즈바이오틱스 (KINDS BIOTIX Inc.)
biotong,농업회사법인 바이오통 크랍사이언스(주)
biotour,(주)래디안
biotox,(주)비티에스
biotox2,(주)바이오톡스텍
biotruss,어업회사법인바이오트러스(주)
biots,한국치아은행(주)
biovan,(주)바이오벤
biovision,바이오비전
biovista,(주)바이오비스타
biovit,(주)바이오빛
biozentech,(주)바이오젠텍
biplug,바이플러그(주)
bipulse,(주)솔루세움
birdletter,(주)버드레터
birocell,(주)더바이로셀
bisang2009,(주)세림하이텍
bisangtex,(주)비상텍스
bisaventure,(주)파란샘
bisichem,(주)비씨켐
bismuth,(주)비스무트
bisnavi,(주)비스
bisprint,"(주)스프린텍 (SPRINTEC Co.,Ltd.)"
bisseo239,(주)코인
bistel,(주)비스텔
bistos,(주)비스토스
bistro0610,(주)글로비
bit302,(주)동일전자
bitbus,(주)비트버스
bitbyte18,(주)비트바이트
bitcorp148,(주)비아이티
bite1101,(주)바이트플랜
bitelinx,(주)비텔링스
biteme,(주)바잇미
bitgeul,(주)빛글
bitglim,(주)빛글림
bitmage,(주)비트메이지커뮤니케이션
bitnine9,(주)비트나인
bitnplus,(주)비트앤플러스
bitoplus,비토플러스(주)
bitrobot,(주)비트로봇
bitsensing,(주)비트센싱
biv7174,(주)비아이밸류
biwell2012,(주)농업회사법인 주식회사바이웰
biwon,(주)비원테크
bixonbss,(주)처음소프트
bixsoft,(주)빅스소프트
biz25,(주)휴비즈아이씨티
biz6188,(주)기림
bizarim,(주)비자림
bizbooster,(주)비즈부스터
bizbuddy,(주)비즈버디
bizdata,(주)비즈데이터
bizet71,(주)비젯
bizin,(주)비진테크놀러지
bizinone,(주)비즈인원
bizisys,(주)비즈아이시스템
bizjhyoo50,엠에이치기술개발(주)
bizlinkersys,(주)비즈니스링커시스템
bizmam,(주)비즈맘
bizmarket,(주)인터파크비즈마켓
bizmine07,(주)비즈마인
biznix,(주)비즈닉스
bizon,(주)비즈니스온커뮤니케이션
bizpartners,(주)스마트콘텐츠연구소
bizpion,(주)파이온체인
bizplan100,(주)아이디어고릴라
bizplay,비즈플레이(주)
bizrental,(주)비즈마켓렌탈
bizsprin,(주)비즈스프링
bizsystems,(주)비즈시스템즈
biztalk,비즈톡(주)
biztg,(주)씨앤텍티지
biztov,(주)비즈토브
bj00155,(주)벽진테크
bj1978,(농업회사법인주식회사)백제
bj4691,(주)동산전력
bj5666,벽진산업(주)
BJ73327,(주)보정
BJ8679,동아산업
bj9500,(주)복주
bjahn58,(주)허브큐어
bjashy,Magic green
bjbiochem12,(주)비제이바이오켐
bjchun,(주)에이앤비
bjdon,(주)온누리캐스팅
bjfnb2016,비제이푸드(유한)
bjfriend,복지프랜드
